PDT000822337.1	SAMEA3484395	GCA_015543175.1
PDT000822322.1	SAMEA3484380	GCA_015543195.1
PDT000822330.1	SAMEA3484388	GCA_015543215.1
PDT000822320.1	SAMEA3484378	GCA_015543235.1
PDT000822329.1	SAMEA3484387	GCA_015543255.1
PDT000822334.1	SAMEA3484392	GCA_015543275.1
PDT000822319.1	SAMEA3484377	GCA_015543295.1
PDT000822318.1	SAMEA3484376	GCA_015543315.1
PDT000822116.1	SAMN07674912	GCA_015543355.1
PDT000822115.1	SAMN07674909	GCA_015543395.1
PDT000822235.1	SAMEA2724991	GCA_015543435.1
PDT000822112.1	SAMN07674916	GCA_015543445.1
PDT000822233.1	SAMEA2725006	GCA_015543485.1
PDT000822111.1	SAMN07674913	GCA_015543535.1
PDT000822113.1	SAMN07674915	GCA_015543575.1
PDT000822238.1	SAMEA2724996	GCA_015543595.1
PDT000822230.1	SAMEA2725003	GCA_015543635.1
PDT000822114.1	SAMN07674910	GCA_015543655.1
PDT000822110.1	SAMN07674914	GCA_015543695.1
PDT000822236.1	SAMEA2724992	GCA_015543715.1
PDT000822239.1	SAMEA2725001	GCA_015543755.1
PDT000822232.1	SAMEA2725005	GCA_015543775.1
PDT000822234.1	SAMEA2724990	GCA_015543795.1
PDT000822229.1	SAMEA2725002	GCA_015543815.1
PDT000822227.1	SAMEA2724998	GCA_015543835.1
PDT000822240.1	SAMEA2724994	GCA_015543855.1
PDT000822228.1	SAMEA2725000	GCA_015543875.1
PDT000822127.1	SAMN07674933	GCA_015543895.1
PDT000822226.1	SAMEA2724989	GCA_015543915.1
PDT000822120.1	SAMN07674867	GCA_015543935.1
PDT000822125.1	SAMN07674854	GCA_015543955.1
PDT000822126.1	SAMN07674868	GCA_015543975.1
PDT000822124.1	SAMN07674853	GCA_015543995.1
PDT000822122.1	SAMN07674851	GCA_015544015.1
PDT000822121.1	SAMN07674936	GCA_015544035.1
PDT000822123.1	SAMN07674852	GCA_015544055.1
PDT000822118.1	SAMN07674855	GCA_015544075.1
PDT000822119.1	SAMN07674862	GCA_015544095.1
PDT000822117.1	SAMN07674911	GCA_015544115.1
PDT000822108.1	SAMN07674918	GCA_015544135.1
PDT000822109.1	SAMN07674917	GCA_015544155.1
PDT000822105.1	SAMN07674884	GCA_015544175.1
PDT000822106.1	SAMN07674885	GCA_015544195.1
PDT000822107.1	SAMN07674834	GCA_015544215.1
PDT000822104.1	SAMN07674883	GCA_015544235.1
PDT000822103.1	SAMN07674882	GCA_015544255.1
PDT000822102.1	SAMN07674881	GCA_015544275.1
PDT000822101.1	SAMN07674880	GCA_015544285.1
PDT000822100.1	SAMN07674879	GCA_015544315.1
PDT000822099.1	SAMN07674878	GCA_015544335.1
PDT000822098.1	SAMN07674877	GCA_015544355.1
PDT000822097.1	SAMN07674932	GCA_015544375.1
PDT000822096.1	SAMN07674831	GCA_015544395.1
PDT000822094.1	SAMN07674833	GCA_015544405.1
PDT000822090.1	SAMN07674906	GCA_015544435.1
PDT000822093.1	SAMN07674836	GCA_015544455.1
PDT000822092.1	SAMN07674908	GCA_015544475.1
PDT000822091.1	SAMN07674907	GCA_015544495.1
PDT000822088.1	SAMN07674904	GCA_015544515.1
PDT000822089.1	SAMN07674905	GCA_015544535.1
PDT000822068.1	SAMN07674810	GCA_015544555.1
PDT000822084.1	SAMN07674900	GCA_015544575.1
PDT000822087.1	SAMN07674903	GCA_015544615.1
PDT000822085.1	SAMN07674901	GCA_015544675.1
PDT000822083.1	SAMN07674899	GCA_015544695.1
PDT000822066.1	SAMN07674806	GCA_015544715.1
PDT000822086.1	SAMN07674902	GCA_015544735.1
PDT000822069.1	SAMN07674811	GCA_015544755.1
PDT000822081.1	SAMN07674839	GCA_015544775.1
PDT000822080.1	SAMN07674897	GCA_015544795.1
PDT000822082.1	SAMN07674832	GCA_015544815.1
PDT000822067.1	SAMN07674807	GCA_015544835.1
PDT000822065.1	SAMN07674809	GCA_015544855.1
PDT000822078.1	SAMN07674812	GCA_015544875.1
PDT000822024.1	SAMN07674826	GCA_015544895.1
PDT000822079.1	SAMN07674898	GCA_015544915.1
PDT000822070.1	SAMN07674837	GCA_015544935.1
PDT000822077.1	SAMN07674813	GCA_015544955.1
PDT000822029.1	SAMN07674891	GCA_015544975.1
PDT000822076.1	SAMN07674814	GCA_015544995.1
PDT000822075.1	SAMN07674815	GCA_015545015.1
PDT000822030.1	SAMN07674892	GCA_015545025.1
PDT000822074.1	SAMN07674816	GCA_015545055.1
PDT000822072.1	SAMN07674818	GCA_015545075.1
PDT000822071.1	SAMN07674896	GCA_015545095.1
PDT000822073.1	SAMN07674817	GCA_015545115.1
PDT000822064.1	SAMN07674808	GCA_015545135.1
PDT000822026.1	SAMN07674830	GCA_015545155.1
PDT000822063.1	SAMN07674876	GCA_015545175.1
PDT000822062.1	SAMN07674875	GCA_015545195.1
PDT000822060.1	SAMN07674865	GCA_015545215.1
PDT000822061.1	SAMN07674866	GCA_015545235.1
PDT000822059.1	SAMN07674835	GCA_015545255.1
PDT000822058.1	SAMN07674873	GCA_015545275.1
PDT000822023.1	SAMN07674827	GCA_015545295.1
PDT000822028.1	SAMN07674890	GCA_015545315.1
PDT000822057.1	SAMN07674874	GCA_015545335.1
PDT000822054.1	SAMN07674860	GCA_015545355.1
PDT000822055.1	SAMN07674864	GCA_015545375.1
PDT000822052.1	SAMN07674858	GCA_015545395.1
PDT000822027.1	SAMN07674829	GCA_015545415.1
PDT000822056.1	SAMN07674861	GCA_015545425.1
PDT000822049.1	SAMN07674857	GCA_015545455.1
PDT000822051.1	SAMN07674859	GCA_015545475.1
PDT000822053.1	SAMN07674863	GCA_015545495.1
PDT000822050.1	SAMN07674856	GCA_015545515.1
PDT000822048.1	SAMN07674935	GCA_015545535.1
PDT000822043.1	SAMN07674931	GCA_015545555.1
PDT000822045.1	SAMN07674934	GCA_015545575.1
PDT000822046.1	SAMN07674869	GCA_015545595.1
PDT000822047.1	SAMN07674870	GCA_015545615.1
PDT000822041.1	SAMN07674930	GCA_015545635.1
PDT000822044.1	SAMN07674872	GCA_015545655.1
PDT000822038.1	SAMN07674840	GCA_015545675.1
PDT000822042.1	SAMN07674871	GCA_015545695.1
PDT000822025.1	SAMN07674825	GCA_015545715.1
PDT000822040.1	SAMN07674927	GCA_015545725.1
PDT000822032.1	SAMN07674886	GCA_015545755.1
PDT000822036.1	SAMN07674894	GCA_015545775.1
PDT000822035.1	SAMN07674889	GCA_015545795.1
PDT000822031.1	SAMN07674893	GCA_015545815.1
PDT000822039.1	SAMN07674928	GCA_015545835.1
PDT000822034.1	SAMN07674888	GCA_015545855.1
PDT000822033.1	SAMN07674887	GCA_015545875.1
PDT000822021.1	SAMN07674821	GCA_015545895.1
PDT000822037.1	SAMN07674895	GCA_015545915.1
PDT000822022.1	SAMN07674828	GCA_015545935.1
PDT000822020.1	SAMN07674822	GCA_015545955.1
PDT000822018.1	SAMN07674824	GCA_015545975.1
PDT000822019.1	SAMN07674823	GCA_015545995.1
PDT000822017.1	SAMN07674929	GCA_015546015.1
PDT000822016.1	SAMN07674849	GCA_015546035.1
PDT000822014.1	SAMN07674845	GCA_015546055.1
PDT000822013.1	SAMN07674846	GCA_015546065.1
PDT000822011.1	SAMN07674848	GCA_015546085.1
PDT000822015.1	SAMN07674850	GCA_015546095.1
PDT000822012.1	SAMN07674847	GCA_015546135.1
PDT000822009.1	SAMN07674842	GCA_015546155.1
PDT000822010.1	SAMN07674841	GCA_015546215.1
PDT000822008.1	SAMN07674843	GCA_015546275.1
PDT000822007.1	SAMN07674844	GCA_015546355.1
PDT000822005.1	SAMN07674919	GCA_015546375.1
PDT000822002.1	SAMN07674924	GCA_015546435.1
PDT000822004.1	SAMN07674922	GCA_015546455.1
PDT000822001.1	SAMN07674923	GCA_015546475.1
PDT000822006.1	SAMN07674920	GCA_015546495.1
PDT000822003.1	SAMN07674921	GCA_015546515.1
PDT000822000.1	SAMN07674926	GCA_015546535.1
PDT000813063.1	SAMN12220503	GCA_015546555.1
PDT000821999.1	SAMN07674925	GCA_015546575.1
PDT000821998.1	SAMN07674820	GCA_015546595.1
PDT000821997.1	SAMN07674819	GCA_015546615.1
PDT000812975.1	SAMN10038868	GCA_015561425.1
PDT000812976.1	SAMN10038869	GCA_015561435.1
PDT000812978.1	SAMN10038877	GCA_015561485.1
PDT000812977.1	SAMN10038876	GCA_015561505.1
PDT000812973.1	SAMN10038870	GCA_015565075.1
PDT000812974.1	SAMN10038871	GCA_015565195.1
PDT000812972.1	SAMN10038873	GCA_015565295.1
PDT000812970.1	SAMN10038875	GCA_015566095.1
PDT000812971.1	SAMN10038872	GCA_015566115.1
PDT000812969.1	SAMN10038874	GCA_015566145.1
PDT000812968.1	SAMN10038789	GCA_015566165.1
PDT000812965.1	SAMN10038790	GCA_015566185.1
PDT000812967.1	SAMN10038788	GCA_015566215.1
PDT000812966.1	SAMN10038791	GCA_015566235.1
PDT000812962.1	SAMN10038795	GCA_015566255.1
PDT000812964.1	SAMN10038793	GCA_015566275.1
PDT000812960.1	SAMN10038796	GCA_015566295.1
PDT000812963.1	SAMN10038792	GCA_015566315.1
PDT000812958.1	SAMN10038986	GCA_015566335.1
PDT000812959.1	SAMN10038987	GCA_015566355.1
PDT000812957.1	SAMN10038822	GCA_015566375.1
PDT000812956.1	SAMN10038823	GCA_015566395.1
PDT000812955.1	SAMN10038824	GCA_015566415.1
PDT000812954.1	SAMN10038825	GCA_015566435.1
PDT000812953.1	SAMN10038818	GCA_015566455.1
PDT000812952.1	SAMN10038853	GCA_015566475.1
PDT000812950.1	SAMN10038946	GCA_015566495.1
PDT000812951.1	SAMN10038947	GCA_015566515.1
PDT000812949.1	SAMN10038943	GCA_015566535.1
PDT000812947.1	SAMN10038945	GCA_015566555.1
PDT000812948.1	SAMN10038942	GCA_015566575.1
PDT000812939.1	SAMN10038827	GCA_015566615.1
PDT000812937.1	SAMN10038858	GCA_015566635.1
PDT000812944.1	SAMN10038938	GCA_015566655.1
PDT000812913.1	SAMN10038761	GCA_015566675.1
PDT000812935.1	SAMN10038860	GCA_015566695.1
PDT000812941.1	SAMN10038774	GCA_015566715.1
PDT000812942.1	SAMN10038940	GCA_015566745.1
PDT000812943.1	SAMN10038941	GCA_015566775.1
PDT000812934.1	SAMN10038861	GCA_015566795.1
PDT000812938.1	SAMN10038794	GCA_015566815.1
PDT000812946.1	SAMN10038944	GCA_015566835.1
PDT000812918.1	SAMN10038764	GCA_015566855.1
PDT000812945.1	SAMN10038939	GCA_015566875.1
PDT000812922.1	SAMN10038985	GCA_015566895.1
PDT000812921.1	SAMN10038984	GCA_015566915.1
PDT000812936.1	SAMN10038859	GCA_015566935.1
PDT000812917.1	SAMN10038765	GCA_015566955.1
PDT000812919.1	SAMN10038767	GCA_015566975.1
PDT000812932.1	SAMN10038863	GCA_015566995.1
PDT000812925.1	SAMN10038980	GCA_015567015.1
PDT000812930.1	SAMN10038865	GCA_015567035.1
PDT000812920.1	SAMN10038766	GCA_015567055.1
PDT000812929.1	SAMN10038866	GCA_015567065.1
PDT000812931.1	SAMN10038864	GCA_015567095.1
PDT000812933.1	SAMN10038862	GCA_015567115.1
PDT000812927.1	SAMN10038978	GCA_015567135.1
PDT000812928.1	SAMN10038867	GCA_015567155.1
PDT000812926.1	SAMN10038981	GCA_015567175.1
PDT000812924.1	SAMN10038983	GCA_015567195.1
PDT000812914.1	SAMN10038760	GCA_015567215.1
PDT000812916.1	SAMN10038762	GCA_015567235.1
PDT000812923.1	SAMN10038982	GCA_015567255.1
PDT000812915.1	SAMN10038763	GCA_015567275.1
PDT000812912.1	SAMN10038758	GCA_015567295.1
PDT000812911.1	SAMN10038759	GCA_015567315.1
PDT000812909.1	SAMN10038845	GCA_015567335.1
PDT000812910.1	SAMN10038844	GCA_015567355.1
PDT000812906.1	SAMN10038840	GCA_015567375.1
PDT000812908.1	SAMN10038842	GCA_015567395.1
PDT000812907.1	SAMN10038843	GCA_015567415.1
PDT000812904.1	SAMN10038838	GCA_015567435.1
PDT000812905.1	SAMN10038841	GCA_015567455.1
PDT000812903.1	SAMN10038839	GCA_015567475.1
PDT000812901.1	SAMN10038847	GCA_015567495.1
PDT000812881.1	SAMN10038811	GCA_015567515.1
PDT000812940.1	SAMN10038781	GCA_015567555.1
PDT000812882.1	SAMN10038848	GCA_015567575.1
PDT000812884.1	SAMN10038850	GCA_015567585.1
PDT000812883.1	SAMN10038849	GCA_015567615.1
PDT000812879.1	SAMN10038809	GCA_015567635.1
PDT000812878.1	SAMN10038808	GCA_015567655.1
PDT000812876.1	SAMN10038813	GCA_015567675.1
PDT000812880.1	SAMN10038810	GCA_015567695.1
PDT000812885.1	SAMN10038851	GCA_015567715.1
PDT000812902.1	SAMN10038846	GCA_015567735.1
PDT000812899.1	SAMN10038964	GCA_015567755.1
PDT000812900.1	SAMN10038965	GCA_015567775.1
PDT000812877.1	SAMN10038814	GCA_015567785.1
PDT000812895.1	SAMN10038960	GCA_015567815.1
PDT000812898.1	SAMN10038963	GCA_015567835.1
PDT000812897.1	SAMN10038962	GCA_015567855.1
PDT000812896.1	SAMN10038961	GCA_015567875.1
PDT000812892.1	SAMN10038967	GCA_015567895.1
PDT000812893.1	SAMN10038958	GCA_015567915.1
PDT000812894.1	SAMN10038959	GCA_015567935.1
PDT000812889.1	SAMN10038737	GCA_015567955.1
PDT000812890.1	SAMN10038736	GCA_015567975.1
PDT000812891.1	SAMN10038966	GCA_015567995.1
PDT000812888.1	SAMN10038734	GCA_015568015.1
PDT000812873.1	SAMN10038816	GCA_015568035.1
PDT000812887.1	SAMN10038735	GCA_015568055.1
PDT000812874.1	SAMN10038817	GCA_015568065.1
PDT000812886.1	SAMN10038733	GCA_015568095.1
PDT000812872.1	SAMN10038886	GCA_015568115.1
PDT000812871.1	SAMN10038887	GCA_015568135.1
PDT000812870.1	SAMN10038880	GCA_015568155.1
PDT000812864.1	SAMN10038882	GCA_015568175.1
PDT000812868.1	SAMN10038878	GCA_015568195.1
PDT000812865.1	SAMN10038885	GCA_015568215.1
PDT000812863.1	SAMN10038883	GCA_015568235.1
PDT000812869.1	SAMN10038881	GCA_015568255.1
PDT000812862.1	SAMN10038742	GCA_015568275.1
PDT000812867.1	SAMN10038879	GCA_015568295.1
PDT000812843.1	SAMN10038929	GCA_015568315.1
PDT000812866.1	SAMN10038884	GCA_015568335.1
PDT000812842.1	SAMN10038786	GCA_015568355.1
PDT000812815.1	SAMN10038756	GCA_015568375.1
PDT000812857.1	SAMN10038739	GCA_015568395.1
PDT000812860.1	SAMN10038744	GCA_015568415.1
PDT000812846.1	SAMN10038930	GCA_015568435.1
PDT000812839.1	SAMN10038778	GCA_015568445.1
PDT000812845.1	SAMN10038931	GCA_015568475.1
PDT000812853.1	SAMN10038747	GCA_015568495.1
PDT000812841.1	SAMN10038787	GCA_015568515.1
PDT000812840.1	SAMN10038979	GCA_015568525.1
PDT000812831.1	SAMN10038832	GCA_015568555.1
PDT000812832.1	SAMN10038833	GCA_015568575.1
PDT000812838.1	SAMN10038779	GCA_015568595.1
PDT000812837.1	SAMN10038780	GCA_015568615.1
PDT000812795.1	SAMN10038899	GCA_015568635.1
PDT000812834.1	SAMN10038784	GCA_015568655.1
PDT000812794.1	SAMN10038900	GCA_015568675.1
PDT000812833.1	SAMN10038785	GCA_015568695.1
PDT000812850.1	SAMN10038934	GCA_015568715.1
PDT000812814.1	SAMN10038753	GCA_015568735.1
PDT000812806.1	SAMN10038775	GCA_015568755.1
PDT000812805.1	SAMN10038815	GCA_015568775.1
PDT000812799.1	SAMN10038903	GCA_015568795.1
PDT000812803.1	SAMN10038819	GCA_015568815.1
PDT000812804.1	SAMN10038826	GCA_015568835.1
PDT000812801.1	SAMN10038820	GCA_015568855.1
PDT000812802.1	SAMN10038821	GCA_015568875.1
PDT000812858.1	SAMN10038738	GCA_015568895.1
PDT000812816.1	SAMN10038757	GCA_015568915.1
PDT000812817.1	SAMN10038973	GCA_015568935.1
PDT000812826.1	SAMN10038831	GCA_015568955.1
PDT000812800.1	SAMN10038902	GCA_015568975.1
PDT000812808.1	SAMN10038751	GCA_015568995.1
PDT000812818.1	SAMN10038972	GCA_015569015.1
PDT000812809.1	SAMN10038748	GCA_015569035.1
PDT000812823.1	SAMN10038836	GCA_015569055.1
PDT000812807.1	SAMN10038750	GCA_015569065.1
PDT000812824.1	SAMN10038837	GCA_015569095.1
PDT000812822.1	SAMN10038970	GCA_015569115.1
PDT000812810.1	SAMN10038749	GCA_015569135.1
PDT000812812.1	SAMN10038755	GCA_015569155.1
PDT000812819.1	SAMN10038969	GCA_015569165.1
PDT000812820.1	SAMN10038968	GCA_015569195.1
PDT000812856.1	SAMN10038740	GCA_015569215.1
PDT000812844.1	SAMN10038928	GCA_015569235.1
PDT000812830.1	SAMN10038835	GCA_015569255.1
PDT000812829.1	SAMN10038834	GCA_015569275.1
PDT000812859.1	SAMN10038745	GCA_015569295.1
PDT000812855.1	SAMN10038741	GCA_015569315.1
PDT000812827.1	SAMN10038828	GCA_015569335.1
PDT000812849.1	SAMN10038935	GCA_015569355.1
PDT000812847.1	SAMN10038933	GCA_015569375.1
PDT000812848.1	SAMN10038932	GCA_015569395.1
PDT000812825.1	SAMN10038830	GCA_015569415.1
PDT000812821.1	SAMN10038971	GCA_015569435.1
PDT000812861.1	SAMN10038743	GCA_015569455.1
PDT000812796.1	SAMN10038898	GCA_015569475.1
PDT000812852.1	SAMN10038936	GCA_015569495.1
PDT000812797.1	SAMN10038905	GCA_015569505.1
PDT000812828.1	SAMN10038829	GCA_015569535.1
PDT000812836.1	SAMN10038782	GCA_015569555.1
PDT000812854.1	SAMN10038746	GCA_015569575.1
PDT000812835.1	SAMN10038783	GCA_015569595.1
PDT000812811.1	SAMN10038754	GCA_015569615.1
PDT000812719.1	SAMN10038776	GCA_015569635.1
PDT000812760.1	SAMN10038955	GCA_015569655.1
PDT000812813.1	SAMN10038752	GCA_015569675.1
PDT000812758.1	SAMN10038975	GCA_015569695.1
PDT000812781.1	SAMN10038919	GCA_015569715.1
PDT000812798.1	SAMN10038904	GCA_015569735.1
PDT000812784.1	SAMN10038920	GCA_015569755.1
PDT000812789.1	SAMN10038927	GCA_015569775.1
PDT000812790.1	SAMN10038926	GCA_015569795.1
PDT000812793.1	SAMN10038901	GCA_015569815.1
PDT000812792.1	SAMN10038906	GCA_015569835.1
PDT000812764.1	SAMN10038951	GCA_015569855.1
PDT000812791.1	SAMN10038907	GCA_015569875.1
PDT000812761.1	SAMN10038954	GCA_015569895.1
PDT000812765.1	SAMN10038950	GCA_015569915.1
PDT000812763.1	SAMN10038952	GCA_015569935.1
PDT000812785.1	SAMN10038923	GCA_015569955.1
PDT000812788.1	SAMN10038924	GCA_015569975.1
PDT000812779.1	SAMN10038801	GCA_015569995.1
PDT000812769.1	SAMN10038956	GCA_015570015.1
PDT000812777.1	SAMN10038799	GCA_015570035.1
PDT000812786.1	SAMN10038922	GCA_015570055.1
PDT000812762.1	SAMN10038953	GCA_015570075.1
PDT000812766.1	SAMN10038949	GCA_015570095.1
PDT000812787.1	SAMN10038925	GCA_015570115.1
PDT000812759.1	SAMN10038974	GCA_015570135.1
PDT000812782.1	SAMN10038918	GCA_015570155.1
PDT000812780.1	SAMN10038800	GCA_015570215.1
PDT000812775.1	SAMN10038805	GCA_015570225.1
PDT000812778.1	SAMN10038798	GCA_015570255.1
PDT000812768.1	SAMN10038957	GCA_015570275.1
PDT000812783.1	SAMN10038921	GCA_015570295.1
PDT000812774.1	SAMN10038802	GCA_015570315.1
PDT000812720.1	SAMN10038777	GCA_015570335.1
PDT000812776.1	SAMN10038804	GCA_015570375.1
PDT000812772.1	SAMN10038806	GCA_015570395.1
PDT000812770.1	SAMN10038976	GCA_015570415.1
PDT000812756.1	SAMN10038857	GCA_015570435.1
PDT000812773.1	SAMN10038803	GCA_015570445.1
PDT000812771.1	SAMN10038807	GCA_015570475.1
PDT000812754.1	SAMN10038855	GCA_015570495.1
PDT000812752.1	SAMN10038732	GCA_015570515.1
PDT000812725.1	SAMN10038892	GCA_015570535.1
PDT000812750.1	SAMN10038730	GCA_015570555.1
PDT000812751.1	SAMN10038852	GCA_015570575.1
PDT000812755.1	SAMN10038856	GCA_015570595.1
PDT000812757.1	SAMN10038977	GCA_015570615.1
PDT000812727.1	SAMN10038894	GCA_015570635.1
PDT000812767.1	SAMN10038948	GCA_015570655.1
PDT000812753.1	SAMN10038854	GCA_015570675.1
PDT000812749.1	SAMN10038731	GCA_015570695.1
PDT000812722.1	SAMN10038917	GCA_015570715.1
PDT000812726.1	SAMN10038893	GCA_015570735.1
PDT000812748.1	SAMN10038728	GCA_015570755.1
PDT000812743.1	SAMN10038770	GCA_015570775.1
PDT000812742.1	SAMN10038769	GCA_015570795.1
PDT000812744.1	SAMN10038771	GCA_015570815.1
PDT000812746.1	SAMN10038773	GCA_015570835.1
PDT000812740.1	SAMN10038992	GCA_015570855.1
PDT000812741.1	SAMN10038768	GCA_015570875.1
PDT000812735.1	SAMN10038989	GCA_015570895.1
PDT000812745.1	SAMN10038772	GCA_015570915.1
PDT000812734.1	SAMN10038990	GCA_015570935.1
PDT000812739.1	SAMN10038993	GCA_015570955.1
PDT000812747.1	SAMN10038729	GCA_015570975.1
PDT000812738.1	SAMN10038994	GCA_015570995.1
PDT000812724.1	SAMN10038897	GCA_015571015.1
PDT000812736.1	SAMN10038988	GCA_015571035.1
PDT000812737.1	SAMN10038995	GCA_015571055.1
PDT000812731.1	SAMN10038890	GCA_015571075.1
PDT000812730.1	SAMN10038889	GCA_015571095.1
PDT000812733.1	SAMN10038991	GCA_015571115.1
PDT000812723.1	SAMN10038896	GCA_015571135.1
PDT000812729.1	SAMN10038888	GCA_015571155.1
PDT000812732.1	SAMN10038891	GCA_015571175.1
PDT000812721.1	SAMN10038916	GCA_015571195.1
PDT000812728.1	SAMN10038895	GCA_015571215.1
PDT000812718.1	SAMN10038913	GCA_015571235.1
PDT000812717.1	SAMN10038912	GCA_015571255.1
PDT000812716.1	SAMN10038915	GCA_015571275.1
PDT000812714.1	SAMN10038909	GCA_015571295.1
PDT000812715.1	SAMN10038914	GCA_015571315.1
PDT000812713.1	SAMN10038908	GCA_015571335.1
PDT000812712.1	SAMN10038911	GCA_015571355.1
PDT000812711.1	SAMN10038910	GCA_015571455.1
PDT000811867.1	SAMEA4387568	GCA_015572295.1
PDT000811871.1	SAMEA4387489	GCA_015572315.1
PDT000811873.1	SAMEA4387569	GCA_015572335.1
PDT000811869.1	SAMEA4387325	GCA_015572355.1
PDT000811872.1	SAMEA4387327	GCA_015572365.1
PDT000811870.1	SAMEA4387636	GCA_015572395.1
PDT000811853.1	SAMEA4387484	GCA_015572415.1
PDT000811866.1	SAMEA4387323	GCA_015572435.1
PDT000811868.1	SAMEA4387488	GCA_015572455.1
PDT000811865.1	SAMEA4387487	GCA_015572465.1
PDT000811863.1	SAMEA4387691	GCA_015572495.1
PDT000811862.1	SAMEA4387321	GCA_015572515.1
PDT000811864.1	SAMEA4387322	GCA_015572535.1
PDT000811860.1	SAMEA4387320	GCA_015572555.1
PDT000811859.1	SAMEA4387567	GCA_015572575.1
PDT000811861.1	SAMEA4387486	GCA_015572595.1
PDT000811858.1	SAMEA4387319	GCA_015572615.1
PDT000811857.1	SAMEA4387485	GCA_015572635.1
PDT000811855.1	SAMEA4387635	GCA_015572655.1
PDT000811854.1	SAMEA4387317	GCA_015572675.1
PDT000811856.1	SAMEA4387318	GCA_015572695.1
PDT000811852.1	SAMEA4387316	GCA_015572715.1
PDT000811850.1	SAMEA4387315	GCA_015572735.1
PDT000811851.1	SAMEA4387566	GCA_015572755.1
PDT000811849.1	SAMEA4387483	GCA_015572765.1
PDT000811845.1	SAMEA4387482	GCA_015572795.1
PDT000811848.1	SAMEA4387314	GCA_015572815.1
PDT000811847.1	SAMEA4387737	GCA_015572835.1
PDT000811843.1	SAMEA4387565	GCA_015572855.1
PDT000811841.1	SAMEA4387481	GCA_015572875.1
PDT000811842.1	SAMEA4387311	GCA_015572895.1
PDT000811846.1	SAMEA4387313	GCA_015572915.1
PDT000811844.1	SAMEA4387312	GCA_015572935.1
PDT000811837.1	SAMEA4387480	GCA_015572955.1
PDT000811839.1	SAMEA4387634	GCA_015572975.1
PDT000811840.1	SAMEA4387310	GCA_015572995.1
PDT000811838.1	SAMEA4387309	GCA_015573015.1
PDT000811836.1	SAMEA4387308	GCA_015573035.1
PDT000811835.1	SAMEA4387564	GCA_015573055.1
PDT000811833.1	SAMEA4387479	GCA_015573095.1
PDT000811834.1	SAMEA4387307	GCA_015573115.1
PDT000811831.1	SAMEA4387690	GCA_015573135.1
PDT000811830.1	SAMEA4387305	GCA_015573155.1
PDT000811829.1	SAMEA4387478	GCA_015573175.1
PDT000811827.1	SAMEA4387563	GCA_015573195.1
PDT000811826.1	SAMEA4387303	GCA_015573215.1
PDT000811828.1	SAMEA4387304	GCA_015573225.1
PDT000811825.1	SAMEA4387477	GCA_015573255.1
PDT000811759.1	SAMEA4387629	GCA_015573275.1
PDT000811789.1	SAMEA4387468	GCA_015573295.1
PDT000811786.1	SAMEA4387283	GCA_015573315.1
PDT000811791.1	SAMEA4387631	GCA_015573335.1
PDT000811790.1	SAMEA4387285	GCA_015573355.1
PDT000811787.1	SAMEA4387558	GCA_015573375.1
PDT000811754.1	SAMEA4387267	GCA_015573385.1
PDT000811785.1	SAMEA4387467	GCA_015573415.1
PDT000811788.1	SAMEA4387284	GCA_015573425.1
PDT000811767.1	SAMEA4387688	GCA_015573455.1
PDT000811784.1	SAMEA4387282	GCA_015573475.1
PDT000811766.1	SAMEA4387273	GCA_015573495.1
PDT000811782.1	SAMEA4387281	GCA_015573515.1
PDT000811781.1	SAMEA4387466	GCA_015573535.1
PDT000811783.1	SAMEA4387731	GCA_015573555.1
PDT000811765.1	SAMEA4387462	GCA_015573575.1
PDT000811758.1	SAMEA4387269	GCA_015573595.1
PDT000811764.1	SAMEA4387272	GCA_015573615.1
PDT000811762.1	SAMEA4387271	GCA_015573635.1
PDT000811749.1	SAMEA4387458	GCA_015573655.1
PDT000811816.1	SAMEA4387298	GCA_015573675.1
PDT000811817.1	SAMEA4387475	GCA_015573695.1
PDT000811815.1	SAMEA4387718	GCA_015573715.1
PDT000811813.1	SAMEA4387474	GCA_015573735.1
PDT000811814.1	SAMEA4387297	GCA_015573755.1
PDT000811812.1	SAMEA4387296	GCA_015573775.1
PDT000811755.1	SAMEA4387554	GCA_015573795.1
PDT000811811.1	SAMEA4387561	GCA_015573815.1
PDT000811810.1	SAMEA4387295	GCA_015573835.1
PDT000811757.1	SAMEA4387460	GCA_015573855.1
PDT000811809.1	SAMEA4387473	GCA_015573875.1
PDT000811806.1	SAMEA4387293	GCA_015573895.1
PDT000811808.1	SAMEA4387294	GCA_015573915.1
PDT000811807.1	SAMEA4387632	GCA_015573925.1
PDT000811750.1	SAMEA4387265	GCA_015573955.1
PDT000811805.1	SAMEA4387472	GCA_015573975.1
PDT000811804.1	SAMEA4387292	GCA_015573995.1
PDT000811802.1	SAMEA4387291	GCA_015574015.1
PDT000811803.1	SAMEA4387560	GCA_015574035.1
PDT000811756.1	SAMEA4387268	GCA_015574055.1
PDT000811798.1	SAMEA4387289	GCA_015574075.1
PDT000811801.1	SAMEA4387471	GCA_015574095.1
PDT000811800.1	SAMEA4387290	GCA_015574115.1
PDT000811753.1	SAMEA4387459	GCA_015574135.1
PDT000811799.1	SAMEA4387689	GCA_015574155.1
PDT000811797.1	SAMEA4387470	GCA_015574175.1
PDT000811796.1	SAMEA4387288	GCA_015574195.1
PDT000811760.1	SAMEA4387270	GCA_015574215.1
PDT000811794.1	SAMEA4387287	GCA_015574235.1
